,Opening,Colour,Num Games,ECO,Last Played,Perf Rating,Avg Player,Player Win %,Draw %,Opponent Win %,Moves,moves_list,move1w,move1b,move2w,move2b,move3w,move3b,move4w,move4b,White_win%,Black_win%,White_odds,White_Wins,Black_Wins
561,"Hungarian Opening, Slav Formation",black,1500,A00,2018-07-04,2309,2327,30.0,34.8,35.2,1.g3 d5 2.Bg2 c6,"['1.g3', 'd5', '2.Bg2', 'c6']",g3,d5,Bg2,c6,,,,,35.2,30.0,1.1733333333333333,528.0000000000001,450.0
562,"Hungarian Opening, Symmetrical Variation",black,3298,A00,2018-07-05,2276,2298,26.0,33.6,40.4,1.g3 g6,"['1.g3', 'g6']",g3,g6,,,,,,,40.4,26.0,1.5538461538461539,1332.3919999999998,857.48
563,"Indian Game Defense, Pseudo-Queen's Indian, Marienbad System",black,492,A47,2018-06-02,2370,2387,38.8,38.2,23.0,1.d4 Nf6 2.Nf3 b6 3.g3 Bb7 4.Bg2 c5,"['1.d4', 'Nf6', '2.Nf3', 'b6', '3.g3', 'Bb7', '4.Bg2', 'c5']",d4,Nf6,Nf3,b6,g3,Bb7,Bg2,c5,23.0,38.8,0.5927835051546392,113.16,190.896
564,"Indian Game, Anti-Grünfeld, Advance Variation",white,202,E60,2018-01-30,2297,2264,38.6,25.7,35.6,1.d4 Nf6 2.c4 g6 3.d5,"['1.d4', 'Nf6', '2.c4', 'g6', '3.d5']",d4,Nf6,c4,g6,d5,,,,38.6,35.6,1.0842696629213484,77.97200000000001,71.912
565,"Indian Game, Anti-Grünfeld, Alekhine Variation",white,1008,D70,2018-07-07,2391,2367,38.7,28.8,32.5,1.d4 Nf6 2.c4 g6 3.f3,"['1.d4', 'Nf6', '2.c4', 'g6', '3.f3']",d4,Nf6,c4,g6,f3,,,,38.7,32.5,1.1907692307692308,390.09600000000006,327.6
566,"Indian Game, Anti-Nimzo-indian",white,11232,E10,2018-07-09,2349,2307,35.9,34.7,29.4,1.d4 Nf6 2.c4 e6 3.Nf3,"['1.d4', 'Nf6', '2.c4', 'e6', '3.Nf3']",d4,Nf6,c4,e6,Nf3,,,,35.9,29.4,1.2210884353741496,4032.288,3302.208
567,"Indian Game, Budapest Defense",black,995,A51,2018-07-08,1975,1954,47.1,19.6,33.3,1.d4 Nf6 2.c4 e5,"['1.d4', 'Nf6', '2.c4', 'e5']",d4,Nf6,c4,e5,,,,,33.3,47.1,0.7070063694267515,331.335,468.645
568,"Indian Game, Colle System, King's Indian Variation",black,315,A48,2018-06-01,2008,1989,53.3,23.8,22.9,1.d4 Nf6 2.Nf3 g6 3.e3 Bg7 4.Bd3 d6,"['1.d4', 'Nf6', '2.Nf3', 'g6', '3.e3', 'Bg7', '4.Bd3', 'd6']",d4,Nf6,Nf3,g6,e3,Bg7,Bd3,d6,22.9,53.3,0.42964352720450283,72.135,167.895
569,"Indian Game, Czech-Indian",black,300,A46,2018-07-04,2133,2156,32.3,26.7,41.0,1.d4 Nf6 2.Nf3 c6,"['1.d4', 'Nf6', '2.Nf3', 'c6']",d4,Nf6,Nf3,c6,,,,,41.0,32.3,1.2693498452012384,123.0,96.9
570,"Indian Game, Dzindzi-Indian Defense",black,443,E10,2018-06-30,2361,2402,30.0,37.7,32.3,1.d4 Nf6 2.c4 e6 3.Nf3 a6,"['1.d4', 'Nf6', '2.c4', 'e6', '3.Nf3', 'a6']",d4,Nf6,c4,e6,Nf3,a6,,,32.3,30.0,1.0766666666666667,143.089,132.9
571,"Indian Game, General",black,16580,A45,2018-07-09,2151,2160,41.4,25.6,33.1,1.d4 Nf6,"['1.d4', 'Nf6']",d4,Nf6,,,,,,,33.1,41.4,0.7995169082125605,5487.98,6864.12
572,"Indian Game, Kingside Fianchetto",black,6187,E61,2018-07-07,2180,2198,34.5,28.4,37.1,1.d4 Nf6 2.c4 g6,"['1.d4', 'Nf6', '2.c4', 'g6']",d4,Nf6,c4,g6,,,,,37.1,34.5,1.0753623188405796,2295.377,2134.515
573,"Indian Game, Knights Variation, General",white,8182,A46,2018-07-07,2285,2260,32.5,36.2,31.3,1.d4 Nf6 2.Nf3,"['1.d4', 'Nf6', '2.Nf3']",d4,Nf6,Nf3,,,,,,32.5,31.3,1.038338658146965,2659.15,2560.966
574,"Indian Game, London System",white,6679,A46,2018-07-08,2169,2134,33.3,31.6,35.1,1.d4 Nf6 2.Nf3 e6 3.Bf4,"['1.d4', 'Nf6', '2.Nf3', 'e6', '3.Bf4']",d4,Nf6,Nf3,e6,Bf4,,,,33.3,35.1,0.9487179487179486,2224.107,2344.329
575,"Indian Game, London System",white,9667,A48,2018-07-08,2170,2145,32.8,30.1,37.1,1.d4 Nf6 2.Nf3 g6 3.Bf4,"['1.d4', 'Nf6', '2.Nf3', 'g6', '3.Bf4']",d4,Nf6,Nf3,g6,Bf4,,,,32.8,37.1,0.8840970350404311,3170.776,3586.4570000000003
576,"Indian Game, Normal Variation",white,328,A50,2018-03-11,2376,2327,42.4,25.3,32.3,1.d4 Nf6 2.c4,"['1.d4', 'Nf6', '2.c4']",d4,Nf6,c4,,,,,,42.4,32.3,1.3126934984520124,139.072,105.944
577,"Indian Game, Polish Variation",black,726,A46,2018-07-03,2227,2284,32.8,28.2,39.0,1.d4 Nf6 2.Nf3 b5,"['1.d4', 'Nf6', '2.Nf3', 'b5']",d4,Nf6,Nf3,b5,,,,,39.0,32.8,1.1890243902439026,283.14,238.128
578,"Indian Game, Przepiorka Variation",white,7822,A49,2018-07-09,2280,2261,32.9,35.7,31.4,1.d4 Nf6 2.Nf3 g6 3.g3,"['1.d4', 'Nf6', '2.Nf3', 'g6', '3.g3']",d4,Nf6,Nf3,g6,g3,,,,32.9,31.4,1.0477707006369428,2573.438,2456.1079999999997
579,"Indian Game, Pseudo-Benko",black,1905,A46,2018-07-07,2265,2314,28.2,25.6,46.3,1.d4 Nf6 2.Nf3 c5 3.d5 b5,"['1.d4', 'Nf6', '2.Nf3', 'c5', '3.d5', 'b5']",d4,Nf6,Nf3,c5,d5,b5,,,46.3,28.2,1.6418439716312057,882.015,537.21
580,"Indian Game, Pseudo-King's Indian Variation",black,8348,A49,2018-07-09,2207,2217,35.7,32.0,32.3,1.d4 Nf6 2.Nf3 g6,"['1.d4', 'Nf6', '2.Nf3', 'g6']",d4,Nf6,Nf3,g6,,,,,32.3,35.7,0.9047619047619047,2696.4039999999995,2980.2360000000003
581,"Indian Game, Pseudo-Queen's Indian",black,2728,A47,2018-07-07,2234,2271,34.4,30.7,34.9,1.d4 Nf6 2.Nf3 b6,"['1.d4', 'Nf6', '2.Nf3', 'b6']",d4,Nf6,Nf3,b6,,,,,34.9,34.4,1.0145348837209303,952.072,938.432
582,"Indian Game, Queen's Pawn Opening",black,3107,E00,2018-06-30,2042,2081,35.5,20.5,44.0,1.d4 Nf6 2.c4 e6,"['1.d4', 'Nf6', '2.c4', 'e6']",d4,Nf6,c4,e6,,,,,44.0,35.5,1.2394366197183098,1367.08,1102.985
583,"Indian Game, Reversed Chigorin Defense",black,660,A45,2018-07-09,2200,2217,37.6,23.8,38.6,1.d4 Nf6 2.Nc3 c5,"['1.d4', 'Nf6', '2.Nc3', 'c5']",d4,Nf6,Nc3,c5,,,,,38.6,37.6,1.0265957446808511,254.76,248.16
584,"Indian Game, Saemisch-Indian",black,1424,A50,2018-07-07,2272,2329,35.0,27.4,37.6,1.d4 Nf6 2.c4 b6,"['1.d4', 'Nf6', '2.c4', 'b6']",d4,Nf6,c4,b6,,,,,37.6,35.0,1.0742857142857143,535.424,498.4
585,"Indian Game, Seirawan Attack",white,542,E00,2018-06-07,2083,2062,31.9,22.3,45.8,1.d4 Nf6 2.c4 e6 3.Bg5,"['1.d4', 'Nf6', '2.c4', 'e6', '3.Bg5']",d4,Nf6,c4,e6,Bg5,,,,31.9,45.8,0.6965065502183406,172.898,248.236
586,"Indian Game, Spielmann-Indian",black,7015,A46,2018-07-08,2223,2236,41.7,30.7,27.6,1.d4 Nf6 2.Nf3 c5,"['1.d4', 'Nf6', '2.Nf3', 'c5']",d4,Nf6,Nf3,c5,,,,,27.6,41.7,0.6618705035971223,1936.14,2925.255
587,"Indian Game, Tartakower Attack",white,3581,A45,2018-07-01,2251,2234,37.6,31.3,31.2,1.d4 Nf6 2.g3,"['1.d4', 'Nf6', '2.g3']",d4,Nf6,g3,,,,,,37.6,31.2,1.2051282051282053,1346.4560000000001,1117.272
588,"Indian Game, Wade-Tarkatower Defense",black,6327,A46,2018-07-09,2210,2240,32.9,30.2,37.0,1.d4 Nf6 2.Nf3 d6,"['1.d4', 'Nf6', '2.Nf3', 'd6']",d4,Nf6,Nf3,d6,,,,,37.0,32.9,1.1246200607902737,2340.99,2081.583
589,"Indian Game, Yusupov-Rubinstein System",white,8251,A46,2018-07-09,2266,2243,33.0,33.1,33.9,1.d4 Nf6 2.Nf3 e6 3.e3,"['1.d4', 'Nf6', '2.Nf3', 'e6', '3.e3']",d4,Nf6,Nf3,e6,e3,,,,33.0,33.9,0.9734513274336284,2722.83,2797.0889999999995
590,"Italian Game, Anti-Fried Liver Defense",black,606,C55,2018-06-29,1583,1636,20.0,14.2,65.8,1.e4 e5 2.Nf3 Nc6 3.Bc4 h6,"['1.e4', 'e5', '2.Nf3', 'Nc6', '3.Bc4', 'h6']",e4,e5,Nf3,Nc6,Bc4,h6,,,65.8,20.0,3.29,398.74799999999993,121.2
591,"Italian Game, Bird's Attack",white,555,C53,2018-06-26,2262,2258,40.9,23.1,36.0,1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.c3 Nf6 5.b4,"['1.e4', 'e5', '2.Nf3', 'Nc6', '3.Bc4', 'Bc5', '4.c3', 'Nf6', '5.b4']",e4,e5,Nf3,Nc6,Bc4,Bc5,c3,Nf6,40.9,36.0,1.136111111111111,226.995,199.8
592,"Italian Game, Classical Variation",black,107,C53,2018-05-01,2049,2064,38.3,19.6,42.1,1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.c3 Nf6,"['1.e4', 'e5', '2.Nf3', 'Nc6', '3.Bc4', 'Bc5', '4.c3', 'Nf6']",e4,e5,Nf3,Nc6,Bc4,Bc5,c3,Nf6,42.1,38.3,1.0992167101827677,45.047,40.980999999999995
593,"Italian Game, Classical Variation, Albin Gambit",white,366,C53,2018-06-24,2008,2009,43.2,21.3,35.5,1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.c3 Nf6 5.O-O,"['1.e4', 'e5', '2.Nf3', 'Nc6', '3.Bc4', 'Bc5', '4.c3', 'Nf6', '5.O-O']",e4,e5,Nf3,Nc6,Bc4,Bc5,c3,Nf6,43.2,35.5,1.2169014084507044,158.112,129.93
594,"Italian Game, Classical Variation, Center Atttack",white,263,C53,2018-06-30,1935,1852,71.5,12.6,16.0,1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.c3 Nf6 5.d4,"['1.e4', 'e5', '2.Nf3', 'Nc6', '3.Bc4', 'Bc5', '4.c3', 'Nf6', '5.d4']",e4,e5,Nf3,Nc6,Bc4,Bc5,c3,Nf6,71.5,16.0,4.46875,188.045,42.08
595,"Italian Game, Classical Variation, Center Holding Variation",black,240,C53,2018-06-29,2216,2291,30.4,24.2,45.4,1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.c3 Qe7 5.d4 Bb6,"['1.e4', 'e5', '2.Nf3', 'Nc6', '3.Bc4', 'Bc5', '4.c3', 'Qe7', '5.d4', 'Bb6']",e4,e5,Nf3,Nc6,Bc4,Bc5,c3,Qe7,45.4,30.4,1.493421052631579,108.96,72.96
596,"Italian Game, Classical Variation, Closed Variation",black,539,C53,2018-06-07,2128,2143,37.5,19.3,43.2,1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.c3 Qe7,"['1.e4', 'e5', '2.Nf3', 'Nc6', '3.Bc4', 'Bc5', '4.c3', 'Qe7']",e4,e5,Nf3,Nc6,Bc4,Bc5,c3,Qe7,43.2,37.5,1.1520000000000001,232.84800000000004,202.125
597,"Italian Game, Classical Variation, De la Bourdonnais Variation",black,241,C53,2018-06-18,2059,2093,33.2,22.0,44.8,1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.c3 d6 5.d4 exd4 6.cxd4 Bb6,"['1.e4', 'e5', '2.Nf3', 'Nc6', '3.Bc4', 'Bc5', '4.c3', 'd6', '5.d4', 'exd4', '6.cxd4', 'Bb6']",e4,e5,Nf3,Nc6,Bc4,Bc5,c3,d6,44.8,33.2,1.3493975903614457,107.96799999999999,80.012
598,"Italian Game, Classical Variation, General",white,919,C53,2018-06-30,1976,1936,55.7,19.0,25.2,1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.c3,"['1.e4', 'e5', '2.Nf3', 'Nc6', '3.Bc4', 'Bc5', '4.c3']",e4,e5,Nf3,Nc6,Bc4,Bc5,c3,,55.7,25.2,2.2103174603174605,511.88300000000004,231.588
599,"Italian Game, Classical Variation, Giuoco Pianissimo",white,11243,C53,2018-07-09,2248,2217,39.0,32.6,28.4,1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.c3 Nf6 5.d3,"['1.e4', 'e5', '2.Nf3', 'Nc6', '3.Bc4', 'Bc5', '4.c3', 'Nf6', '5.d3']",e4,e5,Nf3,Nc6,Bc4,Bc5,c3,Nf6,39.0,28.4,1.3732394366197185,4384.77,3193.012
600,"Italian Game, Classical Variation, Giuoco Pianissimo, Main line",white,560,C53,2018-06-26,2459,2412,36.3,41.1,22.7,1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.c3 Nf6 5.d3 a6 6.Bb3 Ba7 7.h3 O-O 8.O-O d6 9.Re1,"['1.e4', 'e5', '2.Nf3', 'Nc6', '3.Bc4', 'Bc5', '4.c3', 'Nf6', '5.d3', 'a6', '6.Bb3', 'Ba7', '7.h3', 'O-O', '8.O-O', 'd6', '9.Re1']",e4,e5,Nf3,Nc6,Bc4,Bc5,c3,Nf6,36.3,22.7,1.5991189427312775,203.28,127.12
601,"Italian Game, Classical Variation, Greco Gambit",black,856,C53,2018-07-09,2206,2217,38.5,27.8,33.6,1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.c3 Nf6 5.d4 exd4 6.e5 d5,"['1.e4', 'e5', '2.Nf3', 'Nc6', '3.Bc4', 'Bc5', '4.c3', 'Nf6', '5.d4', 'exd4', '6.e5', 'd5']",e4,e5,Nf3,Nc6,Bc4,Bc5,c3,Nf6,33.6,38.5,0.8727272727272728,287.61600000000004,329.56
602,"Italian Game, Classical Variation, Greco Gambit, Anderssen Variation",black,359,C54,2018-07-09,1990,2064,29.0,23.4,47.6,1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.c3 Nf6 5.d4 exd4 6.e5 d5 7.Bb5 Ne4 8.cxd4 Bb4+,"['1.e4', 'e5', '2.Nf3', 'Nc6', '3.Bc4', 'Bc5', '4.c3', 'Nf6', '5.d4', 'exd4', '6.e5', 'd5', '7.Bb5', 'Ne4', '8.cxd4', 'Bb4+']",e4,e5,Nf3,Nc6,Bc4,Bc5,c3,Nf6,47.6,29.0,1.6413793103448275,170.88400000000001,104.11
603,"Italian Game, Classical Variation, Greco Gambit, Greco Variation",black,105,C54,2018-07-01,1863,1865,29.5,18.1,52.4,1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.c3 Nf6 5.d4 exd4 6.cxd4 Bb4+ 7.Nc3 Nxe4 8.O-O Nxc3,"['1.e4', 'e5', '2.Nf3', 'Nc6', '3.Bc4', 'Bc5', '4.c3', 'Nf6', '5.d4', 'exd4', '6.cxd4', 'Bb4+', '7.Nc3', 'Nxe4', '8.O-O', 'Nxc3']",e4,e5,Nf3,Nc6,Bc4,Bc5,c3,Nf6,52.4,29.5,1.776271186440678,55.02,30.975
604,"Italian Game, Classical Variation, Greco Gambit, Main Line",black,138,C54,2018-05-17,1928,1918,51.5,21.7,26.8,1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.c3 Nf6 5.d4 exd4 6.cxd4 Bb4+ 7.Nc3 Nxe4 8.O-O Bxc3,"['1.e4', 'e5', '2.Nf3', 'Nc6', '3.Bc4', 'Bc5', '4.c3', 'Nf6', '5.d4', 'exd4', '6.cxd4', 'Bb4+', '7.Nc3', 'Nxe4', '8.O-O', 'Bxc3']",e4,e5,Nf3,Nc6,Bc4,Bc5,c3,Nf6,26.8,51.5,0.5203883495145631,36.984,71.07
605,"Italian Game, Classical Variation, Greco Gambit, Mason Gambit",white,235,C54,2010-04-10,2249,2243,36.6,25.5,37.9,1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.c3 Nf6 5.d4 exd4 6.O-O,"['1.e4', 'e5', '2.Nf3', 'Nc6', '3.Bc4', 'Bc5', '4.c3', 'Nf6', '5.d4', 'exd4', '6.O-O']",e4,e5,Nf3,Nc6,Bc4,Bc5,c3,Nf6,36.6,37.9,0.9656992084432718,86.01,89.065
606,"Italian Game, Classical Variation, Greco Gambit, Moeller-Therkatz Attack",white,656,C54,2018-06-17,2035,2031,31.6,22.6,45.9,1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.c3 Nf6 5.d4 exd4 6.cxd4 Bb4+ 7.Nc3 Nxe4 8.O-O Bxc3 9.d5,"['1.e4', 'e5', '2.Nf3', 'Nc6', '3.Bc4', 'Bc5', '4.c3', 'Nf6', '5.d4', 'exd4', '6.cxd4', 'Bb4+', '7.Nc3', 'Nxe4', '8.O-O', 'Bxc3', '9.d5']",e4,e5,Nf3,Nc6,Bc4,Bc5,c3,Nf6,31.6,45.9,0.6884531590413944,207.29600000000002,301.104
607,"Italian Game, Classical Variation, Greco Gambit, Traditional Line",white,2103,C54,2018-07-01,2070,2025,32.8,31.8,35.4,1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.c3 Nf6 5.d4 exd4 6.cxd4,"['1.e4', 'e5', '2.Nf3', 'Nc6', '3.Bc4', 'Bc5', '4.c3', 'Nf6', '5.d4', 'exd4', '6.cxd4']",e4,e5,Nf3,Nc6,Bc4,Bc5,c3,Nf6,32.8,35.4,0.9265536723163842,689.784,744.462
608,"Italian Game, Deutz Gambit",white,716,C55,2018-07-05,2101,2069,43.9,23.0,33.1,1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.O-O Nf6 5.d4,"['1.e4', 'e5', '2.Nf3', 'Nc6', '3.Bc4', 'Bc5', '4.O-O', 'Nf6', '5.d4']",e4,e5,Nf3,Nc6,Bc4,Bc5,O-O,Nf6,43.9,33.1,1.3262839879154078,314.32399999999996,236.996
609,"Italian Game, Evans Gambit, Anderssen Variation",black,302,C51,2018-07-01,2004,2018,31.5,19.5,49.0,1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.b4 Bxb4 5.c3 Be7,"['1.e4', 'e5', '2.Nf3', 'Nc6', '3.Bc4', 'Bc5', '4.b4', 'Bxb4', '5.c3', 'Be7']",e4,e5,Nf3,Nc6,Bc4,Bc5,b4,Bxb4,49.0,31.5,1.5555555555555556,147.98,95.13
610,"Italian Game, Evans Gambit, Anderssen Variation, Cordel Line",black,482,C51,2018-06-14,2271,2281,38.6,26.4,35.1,1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.b4 Bxb4 5.c3 Be7 6.d4 Na5,"['1.e4', 'e5', '2.Nf3', 'Nc6', '3.Bc4', 'Bc5', '4.b4', 'Bxb4', '5.c3', 'Be7', '6.d4', 'Na5']",e4,e5,Nf3,Nc6,Bc4,Bc5,b4,Bxb4,35.1,38.6,0.9093264248704663,169.18200000000002,186.05200000000002
611,"Italian Game, Evans Gambit, Declined",black,443,C51,2018-06-28,2312,2313,41.3,23.9,34.8,1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.b4 Bb6,"['1.e4', 'e5', '2.Nf3', 'Nc6', '3.Bc4', 'Bc5', '4.b4', 'Bb6']",e4,e5,Nf3,Nc6,Bc4,Bc5,b4,Bb6,34.8,41.3,0.8426150121065376,154.164,182.95899999999997
612,"Italian Game, Evans Gambit, MacDonnell Defense",black,172,C51,2018-07-02,1769,1782,19.8,10.5,69.8,1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.b4 Bxb4 5.c3 Bc5,"['1.e4', 'e5', '2.Nf3', 'Nc6', '3.Bc4', 'Bc5', '4.b4', 'Bxb4', '5.c3', 'Bc5']",e4,e5,Nf3,Nc6,Bc4,Bc5,b4,Bxb4,69.8,19.8,3.525252525252525,120.056,34.056
613,"Italian Game, Evans Gambit, MacDonnell Defense, Main Line",black,137,C51,2018-06-09,2274,2378,34.3,5.8,59.9,1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.b4 Bxb4 5.c3 Bc5 6.d4 exd4 7.O-O d6 8.cxd4 Bb6,"['1.e4', 'e5', '2.Nf3', 'Nc6', '3.Bc4', 'Bc5', '4.b4', 'Bxb4', '5.c3', 'Bc5', '6.d4', 'exd4', '7.O-O', 'd6', '8.cxd4', 'Bb6']",e4,e5,Nf3,Nc6,Bc4,Bc5,b4,Bxb4,59.9,34.3,1.7463556851311954,82.06299999999999,46.99099999999999
614,"Italian Game, Evans Gambit, Main Line",black,110,C52,2018-06-26,2134,2126,40.9,25.4,33.6,1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.b4 Bxb4 5.c3 Ba5,"['1.e4', 'e5', '2.Nf3', 'Nc6', '3.Bc4', 'Bc5', '4.b4', 'Bxb4', '5.c3', 'Ba5']",e4,e5,Nf3,Nc6,Bc4,Bc5,b4,Bxb4,33.6,40.9,0.8215158924205379,36.96,44.99
615,"Italian Game, Evans Gambit, Mieses Defense",black,165,C52,2018-06-29,2155,2060,48.5,16.4,35.1,1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.b4 Bxb4 5.c3 Ba5 6.d4 exd4 7.O-O Nge7,"['1.e4', 'e5', '2.Nf3', 'Nc6', '3.Bc4', 'Bc5', '4.b4', 'Bxb4', '5.c3', 'Ba5', '6.d4', 'exd4', '7.O-O', 'Nge7']",e4,e5,Nf3,Nc6,Bc4,Bc5,b4,Bxb4,35.1,48.5,0.7237113402061855,57.915,80.025
616,"Italian Game, Evans Gambit, Pierce Defense",black,217,C52,2018-02-24,2059,2062,33.2,15.7,51.1,1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.b4 Bxb4 5.c3 Ba5 6.d4 exd4,"['1.e4', 'e5', '2.Nf3', 'Nc6', '3.Bc4', 'Bc5', '4.b4', 'Bxb4', '5.c3', 'Ba5', '6.d4', 'exd4']",e4,e5,Nf3,Nc6,Bc4,Bc5,b4,Bxb4,51.1,33.2,1.539156626506024,110.887,72.04400000000001
617,"Italian Game, Evans Gambit, Stone-Ware Variation",black,180,C51,2018-06-02,2232,2255,40.6,16.7,42.8,1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.b4 Bxb4 5.c3 Bd6,"['1.e4', 'e5', '2.Nf3', 'Nc6', '3.Bc4', 'Bc5', '4.b4', 'Bxb4', '5.c3', 'Bd6']",e4,e5,Nf3,Nc6,Bc4,Bc5,b4,Bxb4,42.8,40.6,1.0541871921182264,77.03999999999999,73.08
618,"Italian Game, Evans Gambit, Tartakower Attack",white,257,C52,2018-07-08,2314,2309,36.2,28.0,35.8,1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.b4 Bxb4 5.c3 Ba5 6.d4 d6 7.Qb3,"['1.e4', 'e5', '2.Nf3', 'Nc6', '3.Bc4', 'Bc5', '4.b4', 'Bxb4', '5.c3', 'Ba5', '6.d4', 'd6', '7.Qb3']",e4,e5,Nf3,Nc6,Bc4,Bc5,b4,Bxb4,36.2,35.8,1.011173184357542,93.03400000000002,92.00599999999999
619,"Italian Game, General",white,1470,C50,2018-06-17,2135,2061,49.0,24.5,26.5,1.e4 e5 2.Nf3 Nc6 3.Bc4,"['1.e4', 'e5', '2.Nf3', 'Nc6', '3.Bc4']",e4,e5,Nf3,Nc6,Bc4,,,,49.0,26.5,1.849056603773585,720.3,389.55
620,"Italian Game, Giuoco Pianissimo",white,1073,C50,2018-06-29,1912,1914,41.4,24.6,34.0,1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.d3,"['1.e4', 'e5', '2.Nf3', 'Nc6', '3.Bc4', 'Bc5', '4.d3']",e4,e5,Nf3,Nc6,Bc4,Bc5,d3,,41.4,34.0,1.2176470588235293,444.222,364.82
621,"Italian Game, Giuoco Pianissimo, Canal Variation",white,1010,C50,2018-06-16,2139,2142,32.0,33.0,35.0,1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.d3 Nf6 5.Nc3 d6 6.Bg5,"['1.e4', 'e5', '2.Nf3', 'Nc6', '3.Bc4', 'Bc5', '4.d3', 'Nf6', '5.Nc3', 'd6', '6.Bg5']",e4,e5,Nf3,Nc6,Bc4,Bc5,d3,Nf6,32.0,35.0,0.9142857142857143,323.2,353.5
622,"Italian Game, Giuoco Pianissimo, Italian Four Knights Variation",white,2306,C50,2018-07-07,1987,1968,33.3,26.8,39.9,1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.d3 Nf6 5.Nc3,"['1.e4', 'e5', '2.Nf3', 'Nc6', '3.Bc4', 'Bc5', '4.d3', 'Nf6', '5.Nc3']",e4,e5,Nf3,Nc6,Bc4,Bc5,d3,Nf6,33.3,39.9,0.8345864661654135,767.8979999999999,920.0939999999999
623,"Italian Game, Giuoco Pianissimo, Normal",black,3657,C50,2018-07-08,2171,2186,32.4,30.4,37.3,1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.d3 Nf6,"['1.e4', 'e5', '2.Nf3', 'Nc6', '3.Bc4', 'Bc5', '4.d3', 'Nf6']",e4,e5,Nf3,Nc6,Bc4,Bc5,d3,Nf6,37.3,32.4,1.1512345679012346,1364.0609999999997,1184.868
624,"Italian Game, Hungarian Defense",black,3117,C50,2018-07-05,1996,2038,28.3,25.3,46.5,1.e4 e5 2.Nf3 Nc6 3.Bc4 Be7,"['1.e4', 'e5', '2.Nf3', 'Nc6', '3.Bc4', 'Be7']",e4,e5,Nf3,Nc6,Bc4,Be7,,,46.5,28.3,1.6431095406360423,1449.405,882.1110000000001
625,"Italian Game, Hungarian Defense, Tartakower Variation",black,102,C50,2018-06-29,1936,2010,25.5,21.6,52.9,1.e4 e5 2.Nf3 Nc6 3.Bc4 Be7 4.d4 exd4 5.c3 Nf6 6.e5 Ne4,"['1.e4', 'e5', '2.Nf3', 'Nc6', '3.Bc4', 'Be7', '4.d4', 'exd4', '5.c3', 'Nf6', '6.e5', 'Ne4']",e4,e5,Nf3,Nc6,Bc4,Be7,d4,exd4,52.9,25.5,2.0745098039215684,53.958,26.01
626,"Italian Game, Italian Variation",black,4508,C50,2018-07-09,2146,2155,33.3,29.9,36.8,1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5,"['1.e4', 'e5', '2.Nf3', 'Nc6', '3.Bc4', 'Bc5']",e4,e5,Nf3,Nc6,Bc4,Bc5,,,36.8,33.3,1.105105105105105,1658.944,1501.164
627,"Italian Game, Schilling-Kostic Gambit",black,206,C50,2018-06-11,1645,1684,37.4,12.1,50.5,1.e4 e5 2.Nf3 Nc6 3.Bc4 Nd4,"['1.e4', 'e5', '2.Nf3', 'Nc6', '3.Bc4', 'Nd4']",e4,e5,Nf3,Nc6,Bc4,Nd4,,,50.5,37.4,1.3502673796791445,104.03,77.044
